序号,转债名称,转债代码,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌.1,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度,转债名称.1
1,N川投转,110061,川投能源,600674,能源电力,114.05,14.1%,0.00%,9.69,1.47%,1396.0,30.4%,9.92,1.63,-2.3%,97.68,16.8%,5月14天,5.94年,3.94年,9.4%,9.2%,40.0,-0.46%,-0.80%,-0.53%,-2.35%,-2.51%,88.20,88.27,22.66,110.93,2.8%,17%,<2%,16%,0.63,-0.03,1.29,AAA,4.0%,9,N川投转
2,通光转债,123034,通光线缆,300265,通信互联网,101.28200000000001,0.47%,0.96%,7.8,1.96%,29.0,9.7%,7.98,2.57,-2.3%,97.74,3.6%,5月7天,5.92年,3.92年,11.3%,11.0%,3.0,2.74%,2.17%,2.63%,0.66%,0.46%,77.63,77.89,34.76,112.65,-10.1%,50%,5%,17%,0.73,1.94,-0.35,A+,7.5%,13,通光转债
3,金力转债,123033,金力永磁,300748,电子,105.06,-0.51%,-1.57%,38.22,-3.46%,13.0,2.8%,41.2,13.51,-7.2%,92.77,13.3%,5月6天,5.92年,3.92年,2.8%,2.6%,4.4,2.61%,1.95%,2.48%,0.08%,-0.17%,83.36,87.13,23.93,111.07,-5.4%,83%,8%,16%,0.6,1.08,0.16,AA-,6.0%,10,金力转债
4,石英转债,113548,石英股份,603688,电子,115.01,2.56%,0.37%,16.07,4.28%,12.0,2.9%,15.25,3.79,5.4%,105.38,9.1%,5月0天,5.90年,3.90年,6.6%,7.0%,3.6,1.42%,0.71%,1.28%,-2.30%,-2.51%,82.82,89.13,32.34,121.47,-5.3%,52%,11%,17%,0.68,1.21,0.2,AA-,6.0%,13,石英转债
5,天路转债,110060,西藏天路,600326,建筑,107.08,0.16%,0.47%,6.82,1.04%,80.0,6.9%,7.24,1.73,-5.8%,94.2,13.7%,5月1天,5.90年,3.90年,18.4%,17.3%,10.9,1.28%,0.81%,1.19%,-0.77%,-0.95%,85.27,86.91,22.46,109.37,-2.1%,46%,15%,16%,0.6,0.64,0.58,AA,5.0%,7,天路转债
6,浦发转债,110059,浦发银行,600000,金融,104.33,-0.02%,-0.10%,11.87,-0.34%,345.0,0.7%,15.05,0.73,-21.1%,78.87,32.3%,5月3天,5.90年,无权,14.4%,11.3%,500.0,2.13%,1.58%,2.02%,无权,无权,无权,93.97,10.42,104.38,-0.1%,22%,18%,17%,0.36,0.28,0.44,AAA,4.0%,37,浦发转债
7,北方转债,127014,北方国际,65,建筑,107.14299999999999,0.04%,-0.04%,7.96,0.00%,4.8,0.8%,8.84,1.33,-10.0%,90.05,19.0%,4月29天,5.89年,3.89年,9.4%,8.5%,5.8,1.32%,0.84%,1.23%,-0.72%,-0.91%,87.25,89.67,18.53,108.19,-1.0%,50%,17%,17%,0.53,0.48,0.59,AA+,4.5%,15,北方转债
8,索发转债,113547,索通发展,603612,其他,106.5,-0.23%,-0.21%,9.81,-0.81%,12.0,1.2%,10.67,1.33,-8.1%,91.94,15.8%,4月29天,5.89年,3.89年,28.6%,26.3%,9.5,1.96%,1.38%,1.84%,-0.49%,-0.70%,85.87,89.89,20.57,110.46,-3.6%,63%,13%,17%,0.55,0.91,0.22,AA,5.0%,11,索发转债
9,迪贝转债!,113546,迪贝电气,603320,家电,98.99,-0.07%,0.03%,15.85,-0.06%,5.5,2.4%,18.45,2.47,-14.1%,85.91,15.2%,4月28天,5.89年,3.89年,14.5%,12.5%,2.3,3.56%,2.91%,3.43%,1.34%,1.13%,78.17,79.84,25.8,105.64,-6.3%,55%,11%,18%,0.58,0.77,0.43,A+,7.5%,17,迪贝转债!
10,英联转债,128079,英联股份,2846,造纸包装印刷,105.95,0.68%,0.21%,14.12,1.15%,11.0,4.9%,13.54,4.32,4.3%,104.28,1.6%,4月26天,5.89年,3.89年,7.8%,8.1%,2.1,1.87%,1.32%,1.76%,-0.45%,-0.64%,77.87,77.7,40.94,118.64,-10.7%,65%,<2%,18%,0.78,2.22,-0.5,A+,7.5%,20,英联转债
11,太极转债,128078,太极股份,2368,计算机及应用,124.51,0.25%,1.39%,34.93,2.22%,22.0,1.7%,31.61,5.07,10.5%,110.5,12.7%,4月26天,5.89年,3.89年,6.9%,7.7%,10.0,-1.03%,-1.53%,-1.13%,-4.43%,-4.60%,85.35,88.49,33.66,122.15,1.9%,45%,22%,16%,0.74,0.05,1.43,AA,5.0%,15,太极转债
12,华夏转债,128077,华夏航空,2928,交通运输,110.3,0.05%,-0.12%,10.34,-0.10%,2.2,0.3%,10.52,2.55,-1.7%,98.29,12.2%,4月21天,5.87年,3.87年,12.7%,12.5%,7.9,1.59%,0.97%,1.47%,-1.43%,-1.62%,82.53,86.41,28.94,115.35,-4.4%,57%,13%,18%,0.63,0.9,0.39,AA-,6.0%,22,华夏转债
13,金轮转债,128076,金轮股份,2722,机械装备制造,104.068,0.05%,-0.51%,14.73,-0.67%,6.0,2.7%,14.96,1.37,-1.5%,98.46,5.7%,4月19天,5.87年,3.87年,8.3%,8.2%,2.1,1.80%,1.32%,1.70%,-0.06%,-0.25%,82.26,82.46,30.13,112.59,-7.6%,45%,6%,17%,0.69,1.75,-0.26,AA-,6.0%,18,金轮转债
14,金能转债,113545,金能科技,603113,煤炭,104.3,-0.24%,-0.07%,10.1,-0.59%,3.4,0.2%,11.55,1.25,-12.6%,87.45,19.3%,4月17天,5.87年,3.87年,22.0%,19.2%,15.0,1.76%,1.28%,1.66%,-0.12%,-0.30%,85.43,87.07,18.49,105.57,-1.2%,47%,17%,17%,0.52,0.4,0.65,AA,5.0%,15,金能转债
15,万里转债!,123032,万里马,300591,服装纺织,100.054,-0.16%,0.00%,5.5,-0.36%,2.9,1.6%,6.92,3.4,-20.5%,79.48,25.9%,4月16天,5.86年,3.86年,10.5%,8.3%,1.8,5.14%,4.17%,4.94%,1.93%,1.54%,81.14,88.27,19.21,107.48,-6.9%,54%,9%,18%,0.44,0.81,0.11,A+,7.5%,31,万里转债!
16,游族转债!,128074,游族网络,2174,通信互联网,114.99,1.00%,0.53%,16.06,2.75%,18.0,1.4%,17.06,2.69,-5.9%,94.14,22.2%,3月25天,5.81年,3.81年,8.1%,7.6%,11.5,0.79%,0.19%,0.67%,-2.57%,-2.74%,85.67,91.08,21.02,112.1,2.6%,42%,22%,17%,0.56,-0.34,1.46,AA,5.0%,21,游族转债!
17,远东转债,128075,远东传动,2406,汽车,104.352,-0.15%,0.04%,5.15,-0.19%,6.1,0.6%,5.79,1.11,-11.1%,88.95,17.3%,3月25天,5.81年,3.81年,30.9%,27.5%,8.9,1.75%,1.27%,1.65%,-0.16%,-0.34%,85.57,87.22,19.34,106.56,-2.1%,30%,15%,17%,0.54,0.59,0.51,AA,5.0%,13,远东转债
18,桃李转债,113544,桃李面包,603866,食品饮料,117.09,-0.52%,-0.95%,42.2,-2.72%,9.8,0.8%,47.54,8.05,-11.2%,88.77,31.9%,3月24天,5.80年,3.80年,3.6%,3.2%,10.0,-0.27%,-0.74%,-0.36%,-3.02%,-3.19%,85.70,87.35,18.31,105.67,10.8%,39%,30%,16%,0.54,-1.79,3.05,AA,5.0%,18,桃李转债
19,晶瑞转债,123031,晶瑞股份,300655,石油天然气化工,133.40200000000002,1.76%,2.36%,28.34,4.38%,159.0,64.8%,18.38,8.25,54.2%,154.19,-13.5%,3月3天,5.74年,3.74年,4.3%,6.6%,1.9,-2.42%,-2.89%,-2.51%,-6.30%,-6.46%,78.40,77.34,83.99,161.33,-17.3%,69%,<2%,18%,0.94,4.97,-2.28,A+,7.5%,24,晶瑞转债
20,哈尔转债,128073,哈尔斯,2615,其他,105.179,0.46%,0.28%,5.27,1.35%,1.3,0.4%,5.8,2.46,-9.1%,90.86,15.8%,2月27天,4.72年,2.72年,13.9%,12.6%,3.0,2.07%,1.46%,1.95%,-0.91%,-1.08%,86.69,88.22,18.89,107.11,-1.8%,42%,16%,17%,0.55,0.4,0.7,AA-,6.0%,26,哈尔转债
21,九洲转债,123030,九洲电气,300040,能源电力,102.756,-0.24%,0.35%,5.26,0.19%,2.0,0.6%,5.7,0.93,-7.7%,92.28,11.4%,2月26天,5.72年,3.72年,17.1%,15.8%,3.1,2.88%,2.24%,2.75%,0.31%,0.11%,83.17,86.95,24.0,110.95,-7.4%,40%,10%,18%,0.58,1.51,-0.26,AA-,6.0%,32,九洲转债
22,翔鹭转债!,128072,翔鹭钨业,2842,有色金属,104.01100000000001,-0.66%,-0.07%,10.96,-1.97%,0.4,0.1%,15.36,3.6,-28.6%,71.35,45.8%,2月25天,5.72年,3.72年,10.0%,7.2%,3.0,1.89%,1.39%,1.79%,-0.04%,-0.24%,83.01,83.34,12.35,95.69,8.7%,68%,31%,18%,0.37,-1.82,2.73,AA-,6.0%,17,翔鹭转债!
23,英科转债,123029,英科医疗,300677,医药,113.6,-0.61%,0.71%,15.27,0.20%,2.5,0.5%,16.25,2.2,-6.0%,93.97,20.9%,2月23天,5.70年,3.70年,15.5%,14.6%,4.7,3.68%,2.59%,3.46%,-1.37%,-1.74%,86.36,100.53,20.02,120.56,-5.8%,70%,11%,17%,0.48,1.04,-0.03,AA-,6.0%,31,英科转债
24,合兴转债,128071,合兴包装,2228,造纸包装印刷,105.712,0.00%,0.00%,3.91,0.00%,3.3,0.5%,4.38,1.59,-10.7%,89.27,18.4%,2月23天,5.70年,3.70年,13.0%,11.6%,6.0,1.53%,1.05%,1.43%,-0.52%,-0.70%,85.92,87.57,20.05,107.62,-1.8%,35%,17%,18%,0.54,0.52,0.57,AA,5.0%,20,合兴转债
25,欧派转债,113543,欧派家居,603833,其他,118.86,0.81%,1.46%,102.36,3.39%,5.5,0.3%,101.46,4.9,0.9%,100.89,17.8%,2月23天,5.70年,4.70年,3.5%,3.5%,15.0,-0.54%,-1.01%,-0.64%,-2.43%,-2.64%,83.60,87.76,26.51,114.27,4.0%,40%,25%,16%,0.67,-0.45,1.81,AA,5.0%,20,欧派转债
26,好客转债,113542,好莱客,603898,其他,105.24,-0.34%,0.20%,14.39,-0.28%,3.1,0.5%,16.62,1.84,-13.4%,86.58,21.5%,2月6天,5.66年,3.66年,14.1%,12.2%,6.3,1.66%,1.16%,1.56%,-0.36%,-0.55%,86.28,87.94,17.27,105.21,0.0%,32%,18%,17%,0.5,0.14,0.87,AA,5.0%,23,好客转债
27,荣晟转债,113541,荣晟环保,603165,造纸包装印刷,101.04,0.11%,0.66%,16.4,1.36%,2.4,0.7%,18.72,2.18,-12.4%,87.61,15.3%,57天,5.64年,3.64年,11.3%,9.9%,3.3,2.45%,1.94%,2.35%,0.77%,0.56%,83.54,83.75,22.14,105.88,-4.6%,56%,14%,18%,0.57,0.89,0.27,AA-,6.0%,36,荣晟转债
28,南威转债,113540,南威软件,603636,计算机及应用,115.12,0.20%,0.89%,10.45,1.55%,4.1,0.5%,10.13,3.14,3.2%,103.16,11.6%,47天,5.62年,3.62年,12.0%,12.4%,6.6,0.45%,-0.11%,0.34%,-2.66%,-2.86%,83.72,85.68,32.67,118.35,-2.7%,87%,17%,18%,0.7,0.68,0.73,AA-,6.0%,28,南威转债
29,圣达转债,113539,圣达生物,603079,医药,115.51,-0.49%,-0.72%,34.6,-1.42%,8.7,2.5%,28.78,4.71,20.2%,120.22,-3.9%,37天,5.58年,3.58年,7.7%,9.3%,3.0,0.95%,0.28%,0.81%,-2.60%,-2.84%,80.20,82.03,50.31,132.34,-12.7%,65%,<2%,17%,0.85,3.11,-1.09,A+,7.5%,41,圣达转债
30,智能转债!,128070,智能自控,2877,机械装备制造,98.821,0.02%,0.05%,7.61,0.13%,0.5,0.2%,9.55,3.69,-20.3%,79.69,24.0%,36天,5.58年,无权,9.1%,7.2%,2.3,3.32%,2.72%,3.20%,无权,无权,无权,79.65,20.9,100.55,-1.7%,73%,17%,18%,0.53,-0.2,1.25,A+,7.5%,28,智能转债!
31,安图转债,113538,安图生物,603658,医药,145.7,-0.89%,-2.44%,98.8,-3.59%,60.0,6.0%,64.11,19.48,54.1%,154.11,-5.5%,32天,5.57年,3.57年,1.6%,2.5%,6.8,-4.21%,-4.66%,-4.30%,-8.79%,-8.95%,86.48,88.15,72.04,160.19,-9.0%,43%,<2%,16%,0.93,2.91,-0.79,AA,5.0%,23,安图转债
32,华森转债!,128069,华森制药,2907,医药,106.66,2.41%,3.75%,17.22,10.0%,23.0,7.2%,18.08,7.25,-4.8%,95.24,12.0%,27天,5.56年,3.56年,4.3%,4.1%,3.0,2.26%,1.61%,2.13%,-0.68%,-0.89%,83.93,87.75,23.76,111.51,-4.4%,64%,15%,16%,0.61,0.9,0.36,AA-,6.0%,30,华森转债!
33,清水转债,123028,清水源,300437,城市公用设施,100.635,-0.26%,0.17%,10.03,-0.20%,4.6,0.9%,11.95,1.48,-16.1%,83.93,19.9%,22天,5.55年,3.55年,22.4%,18.8%,4.9,3.69%,2.96%,3.55%,1.25%,0.97%,85.12,89.38,17.87,107.25,-6.2%,37%,11%,18%,0.47,1.13,-0.12,AA-,6.0%,36,清水转债
34,环境转债,113028,上海环境,601200,城市公用设施,118.0,0.11%,0.15%,10.9,0.37%,1.7,0.1%,10.44,1.58,4.4%,104.41,13.0%,21天,5.54年,3.54年,21.8%,22.8%,21.7,-1.12%,-1.47%,-1.19%,-3.50%,-3.67%,88.03,87.36,28.38,115.73,2.0%,42%,20%,16%,0.7,0.13,1.27,AAA,4.5%,18,环境转债
35,华钰转债,113027,华钰矿业,601020,有色金属,100.23,-0.47%,0.09%,8.58,-0.81%,4.3,0.7%,10.17,2.11,-15.6%,84.37,18.8%,17天,5.53年,3.53年,14.2%,12.0%,6.4,2.60%,2.09%,2.49%,0.93%,0.73%,86.74,88.41,15.53,103.94,-3.6%,46%,14%,17%,0.47,0.84,0.13,AA,5.0%,48,华钰转债
36,蓝晓转债,123027,蓝晓科技,300487,石油天然气化工,114.016,-0.28%,0.30%,33.93,0.03%,4.4,1.1%,29.58,5.99,14.7%,114.71,-0.6%,14天,5.52年,3.52年,4.8%,5.6%,3.4,0.95%,0.32%,0.83%,-2.26%,-2.50%,80.64,81.31,46.21,127.52,-10.6%,78%,<2%,17%,0.82,2.51,-0.65,A+,7.5%,24,蓝晓转债
37,文灿转债!,113537,文灿股份,603348,汽车,104.51,1.00%,1.81%,18.36,4.97%,25.0,3.0%,19.93,2.0,-7.9%,92.12,13.4%,11天,5.52年,3.52年,19.8%,18.2%,8.0,2.91%,2.20%,2.77%,0.11%,-0.15%,84.88,89.16,22.18,111.34,-6.1%,56%,12%,17%,0.56,1.26,-0.07,AA-,6.0%,45,文灿转债!
38,中环转债,123026,中环环保,300692,城市公用设施,104.055,-0.61%,0.50%,11.78,-0.17%,1.0,0.3%,12.31,2.34,-4.3%,95.69,8.7%,13天,4.52年,2.52年,15.4%,14.7%,2.9,1.49%,1.02%,1.40%,-0.28%,-0.52%,88.42,85.83,24.39,110.22,-5.6%,69%,12%,18%,0.62,1.41,-0.1,AA-,6.0%,31,中环转债
39,和而转债,128068,和而泰,2402,电子,123.5,0.20%,1.14%,11.01,1.57%,14.0,2.0%,9.09,5.19,21.1%,121.12,2.0%,8天,5.50年,3.50年,5.8%,7.0%,5.5,-1.58%,-2.01%,-1.67%,-4.67%,-4.85%,84.01,82.76,47.16,129.93,-4.9%,41%,<2%,16%,0.85,1.6,0.18,AA-,6.0%,32,和而转债
40,三星转债,113536,三星新材,603578,家电,103.53,-0.14%,0.51%,18.77,0.64%,0.9,0.4%,19.75,2.92,-5.0%,95.04,8.9%,3.0天,5.49年,3.49年,11.4%,10.9%,1.9,2.00%,1.49%,1.90%,0.05%,-0.15%,86.90,88.58,23.11,111.69,-7.3%,49%,10%,18%,0.58,1.83,-0.52,AA,5.0%,45,三星转债
41,大业转债!,113535,大业股份,603278,汽车,98.06,0.04%,0.01%,8.53,0.24%,1.3,0.3%,12.56,1.55,-32.1%,67.91,44.4%,转股中,4.43年,2.43年,20.2%,13.7%,5.0,3.40%,2.83%,3.29%,1.63%,1.46%,90.15,91.7,5.13,96.83,1.3%,48%,22%,18%,0.21,-0.24,0.65,AA,5.0%,36,大业转债!
42,一心转债,128067,一心堂,2727,医药,110.2,0.00%,-0.74%,22.11,-1.69%,1.3,0.2%,27.28,2.88,-19.0%,81.05,36.0%,转股中,5.38年,3.38年,4.8%,3.9%,6.0,0.51%,0.06%,0.42%,-1.72%,-1.91%,87.39,87.53,12.93,100.47,9.7%,37%,29%,16%,0.44,-1.68,2.69,AA,5.0%,20,一心转债
43,亚泰转债!,128066,亚泰国际,2811,建筑,107.0,0.36%,-0.41%,15.17,-0.07%,9.5,1.9%,14.8,1.88,2.5%,102.5,4.4%,转股中,5.37年,3.37年,17.6%,18.0%,4.8,1.88%,1.28%,1.76%,-0.72%,-0.95%,85.14,86.94,29.42,116.36,-8.0%,43%,<2%,16%,0.7,1.93,-0.39,AA-,6.0%,49,亚泰转债!
44,永鼎转债!,110058,永鼎股份,600105,通信互联网,100.58,0.13%,0.71%,4.46,3.00%,26.0,2.7%,6.35,2.0,-29.8%,70.24,43.2%,转股中,5.37年,3.37年,17.6%,12.4%,9.8,2.63%,2.10%,2.52%,0.90%,0.69%,87.52,89.21,7.55,96.75,4.0%,43%,26%,17%,0.28,-0.74,1.31,AA,5.0%,48,永鼎转债!
45,雅化转债!,128065,雅化集团,2497,石油天然气化工,96.8,0.04%,-0.12%,6.0,-0.33%,2.2,0.3%,8.96,2.09,-33.0%,66.96,44.6%,转股中,5.37年,3.37年,13.9%,9.3%,8.0,2.69%,2.28%,2.61%,2.02%,1.80%,87.52,86.13,6.76,92.89,4.2%,50%,24%,16%,0.23,-0.78,1.25,AA,5.0%,48,雅化转债!
46,创维转债!,127013,创维数字,810,电子,109.0,0.27%,0.18%,10.5,0.86%,6.5,0.6%,11.49,3.24,-8.6%,91.38,19.3%,转股中,5.37年,3.37年,9.4%,8.6%,10.4,1.57%,0.96%,1.45%,-1.39%,-1.59%,87.53,91.53,17.39,108.92,0.1%,47%,17%,16%,0.52,0.18,0.87,AA,5.0%,43,创维转债!
47,核能转债!,113026,中国核电,601985,能源电力,105.02,-0.36%,-0.06%,4.8,-1.23%,20.0,0.2%,6.2,1.55,-22.6%,77.42,35.7%,转股中,5.37年,3.37年,10.4%,8.1%,78.0,0.88%,0.53%,0.81%,-0.42%,-0.61%,90.22,89.47,8.44,97.91,7.3%,18%,24%,15%,0.34,-1.08,1.81,AAA,4.0%,40,核能转债!
48,明泰转债!,113025,明泰铝业,601677,有色金属,108.5,0.37%,-0.43%,10.74,-0.09%,12.0,0.6%,11.3,0.94,-5.0%,95.04,14.2%,转股中,5.35年,3.35年,27.8%,26.4%,18.4,1.20%,0.67%,1.09%,-1.25%,-1.46%,87.62,89.44,21.03,110.46,-1.8%,29%,14%,16%,0.59,0.6,0.59,AA,5.0%,53,明泰转债!
49,鼎胜转债!,113534,鼎胜新材,603876,有色金属,99.86,-0.23%,-0.58%,12.93,-1.75%,5.2,0.4%,15.28,1.48,-15.4%,84.62,18.0%,转股中,5.35年,3.35年,22.6%,19.1%,12.5,2.78%,2.25%,2.67%,1.12%,0.90%,87.60,89.29,14.33,103.62,-3.6%,53%,12%,16%,0.47,0.85,0.12,AA,5.0%,60,鼎胜转债!
