转债名称,转债代码,股票日期,股票名称,股票代码,所属行业,转债价格,涨跌_1,盘中套,股价,涨跌_2,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
长青转2,128055,,长青股份,002391, 石油然气化工,115.5,-0.34,0.08,7.77,-0.38,2.2,0.2,7.41,1.29,4.9,104.86,10.1,0.0,5.25,3.25,21.8,22.9,9.1,0.04,-0.49,-0.07,-3.01,-3.22,88.23,89.92,27.83,117.75,-1.9,117.75,14,16,0.69,0.77,0.62,200,5.0,32
中来转债,123019,,中来股份,300393,能源电力,109.277,0.20,0.59,13.69,1.26,1.8,0.2,13.29,1.85,3.0,103.01,6.1,0.0,5.24,3.24,20.3,21.0,10.0,2.69,1.87,2.53,-1.16,-1.43,86.17,92.72,28.36,121.08,-9.7,121.08,6,18,0.63,2.24,-0.78,325,6.0,60
中宠转债,128054,,中宠股份,002891,农业,115.526,-1.10,-0.68,23.6,-2.24,0.6,0.3,22.28,4.82,5.9,105.92,9.1,0.0,5.21,3.21,4.8,5.1,1.9,0.01,-0.52,-0.09,-3.11,-3.32,81.61,79.95,37.64,117.59,-1.8,117.59,13,16,0.79,0.41,1.17,275,7.5,30
尚荣转债,128053,,尚荣医疗,002551,医药,103.731,-0.26,-0.10,4.46,-0.67,1.2,0.2,4.89,1.35,-8.8,91.21,13.7,0.0,5.21,3.21,23.8,21.7,7.5,2.10,1.55,1.99,0.03,-0.19,88.19,89.88,17.90,107.78,-3.8,107.78,12,16,0.54,1.00,0.13,200,5.0,69
维格转债,113527,,锦泓集团,603518,服装纺织,90.51,-1.10,0.85,6.4,-1.84,3.4,0.5,10.52,0.67,-39.2,60.84,48.8,0.0,5,3,46.2,28.1,7.5,5.79,5.04,5.64,4.21,3.95,88.66,94.38,3.62,98.00,-7.6,98.00,2,18,0.14,1.63,-1.17,200,5.0,77
联泰转债,113526,,联泰环保,603797,城市公用设施,128.39,-0.03,-0.52,10.84,-0.55,1.8,0.7,8.72,2.60,24.3,124.31,3.3,0.0,5,3,6.3,7.9,2.2,-2.82,-3.19,-2.89,-6.31,-6.50,88.25,86.84,37.70,124.54,3.1,124.54,78,18,1.00,0.37,1.62,200,5.0,19
凯龙转债,128052,,凯龙股份,002783, 石油然气化工,152.296,0.53,0.17,9.99,0.71,3.8,3.0,6.77,2.18,47.6,147.56,3.2,0.0,5,3,2.2,3.3,0.8,-5.48,-5.97,-5.58,-11.1,-11.3,89.03,90.74,56.97,147.71,3.1,147.71,100,17,1.00,0.37,1.62,200,5.0,19
溢利转债,123018,,溢多利,300381,医药,112.575,-0.38,1.63,8.6,1.78,0.7,0.2,8.35,1.62,3.0,102.99,9.3,0.0,5,3,10.3,10.6,3.9,0.48,-0.06,0.37,-2.51,-2.73,86.21,86.42,30.01,116.43,-3.3,116.43,15,17,0.71,0.88,0.55,325,6.0,29
佳都转债,110050,,佳都科技,600728,计算机及应用,121.05,-0.40,0.83,8.64,0.58,0.2,0.0,7.89,3.04,9.5,109.51,10.5,0.0,5,3,4.6,5.0,6.6,-1.14,-1.63,-1.24,-4.68,-4.89,88.86,89.79,30.90,120.69,0.3,120.69,19,16,0.73,0.43,1.04,200,5.0,18
海尔转债,110049,,海尔智家,600690,家电,121.31,-0.43,0.08,17.26,-0.35,79,2.6,14.20,2.50,21.5,121.55,-0.2,0.0,5,3,2.3,2.8,25.3,-1.97,-2.32,-2.04,-4.87,-5.07,91.32,90.57,31.12,121.69,-0.3,121.69,2,16,1.00,1.07,0.94,300,4.0,29
台华转债,113525,,台华新材,603055,服装纺织,101.55,0.00,-0.06,6.26,-0.16,0.8,0.2,8.11,1.86,-22.8,77.19,31.6,0.0,5,3,11.0,8.5,5.3,2.60,2.04,2.49,0.69,0.46,88.88,90.59,9.97,100.56,1.0,100.56,20,17,0.35,-0.14,0.83,200,5.0,14
奇精转债,113524,,奇精机械,603677,家电,101.1,-0.26,0.26,11.85,0.00,0.4,0.1,14.56,2.33,-18.6,81.39,24.2,0.0,5,3,14.4,11.7,3.3,3.23,2.56,3.10,0.83,0.60,88.92,92.98,11.96,104.94,-3.7,104.94,14,18,0.38,0.85,-0.05,200,5.0,51
光华转债,128051,,光华科技,002741,电子,104.375,-0.02,0.11,11.11,0.18,0.5,0.2,12.72,3.44,-12.7,87.34,19.5,0.0,5,3,6.0,5.3,2.5,2.17,1.58,2.05,-0.01,-0.28,86.76,87.10,18.63,105.73,-1.3,105.73,16,17,0.53,0.23,0.83,325,6.0,28
钧达转债,128050,,钧达股份,002865,汽车,98.62,-0.23,-0.69,14.71,-4.17,1.1,0.3,21.66,2.17,-32.1,67.91,45.2,0.0,5,3,18.0,12.2,3.2,4.78,3.92,4.61,1.81,1.53,86.94,93.24,6.80,100.04,-1.4,100.04,15,18,0.22,0.14,0.31,325,6.0,72
伟明转债,113523,,伟明环保,603568,城市公用设施,126.15,-1.68,0.15,22.06,-1.82,2.9,0.7,17.47,5.61,26.3,126.27,-0.1,0.0,5,3,1.6,2.0,3.3,-1.80,-2.32,-1.90,-5.96,-6.17,88.97,90.68,44.46,135.14,-6.7,135.14,2,16,0.84,2.13,-0.31,200,5.0,23
福能转债,110048,,福能股份,600483,能源电力,119.67,0.00,0.00,9.15,0.00,0.0,0.0,8.48,1.19,7.9,107.90,10.9,0.0,5,3,19.9,21.5,28.3,-0.93,-1.43,-1.03,-4.41,-4.62,90.35,92.06,27.60,119.67,0.0,119.67,17,16,0.70,0.54,0.86,375,4.5,12
华源转债,128049,,华源控股,002787,造纸包装印刷,99.737,-0.01,0.24,6.19,0.49,2.6,0.7,7.52,1.36,-17.7,82.31,21.2,0.0,4.998,2.998,20.8,17.1,4.0,3.09,2.50,2.97,1.36,1.10,86.25,87.09,16.11,103.19,-3.4,103.19,15,18,0.47,0.57,0.38,325,6.0,56
旭升转债,113522,,旭升股份,603305,汽车,115.86,-0.28,-1.04,30.5,-2.12,2.6,0.5,29.60,8.47,3.0,103.04,12.4,0.0,4.98,2.98,3.4,3.5,4.2,0.76,0.07,0.62,-3.49,-3.69,88.78,94.42,23.08,117.50,-1.4,117.50,14,16,0.62,0.62,0.64,200,5.0,26
山鹰转债,110047,,山鹰纸业,600567,造纸包装印刷,112.6,-0.79,0.96,3.3,0.30,1.1,0.0,3.34,1.09,-1.2,98.80,14.0,0.0,4.98,2.98,15.2,15.0,23.0,0.96,0.32,0.83,-2.71,-2.92,90.15,95.22,19.17,114.39,-1.6,114.39,16,16,0.56,0.68,0.47,375,4.5,49
寒锐转债,123017,,寒锐钴业,300618,有色金属,125.4,-0.48,-1.88,66.92,-2.82,20,3.7,57.49,11.19,16.4,116.40,7.7,0.0,4.98,2.98,2.4,2.8,4.4,-2.47,-2.85,-2.54,-5.98,-6.16,86.12,83.34,41.62,124.96,0.4,124.96,15,16,0.84,0.45,1.22,325,6.0,27
圆通转债,110046,,圆通速递,600233,交通运输,121.48,-0.75,-0.38,12.33,-1.52,4.3,0.1,10.73,2.93,14.9,114.91,5.7,0.0,4.98,2.98,10.1,11.6,35.4,-1.07,-1.61,-1.18,-4.94,-5.15,90.33,92.85,32.27,125.11,-2.9,125.11,11,16,0.75,1.20,0.33,375,4.5,28
桐昆转债,113020,,桐昆股份,601233,服装纺织,118.85,0.00,0.00,13.08,0.00,30,0.7,12.51,1.35,4.6,104.56,13.7,0.0,4.98,2.98,14.4,15.0,34.8,-1.06,-1.52,-1.15,-4.40,-4.58,90.05,90.97,25.40,116.36,2.1,116.36,20,16,0.68,0.06,1.29,375,4.5,22
特发转债,127008,,特发信息,000070,通信互联网,189.01,-0.77,-0.19,10.4,-0.95,3.5,2.4,5.61,3.18,85.4,185.38,2.0,0.0,3.97,1.97,0.9,1.7,0.8,-12.7,-13.2,-12.8,-19.0,-19.1,91.81,91.77,93.79,185.56,1.9,185.56,100,17,1.00,0.62,1.37,200,5.0,22
科森转债,113521,,科森科技,603626,通信互联网,104.7,-0.30,-1.18,7.92,-2.82,2.5,0.4,8.70,2.05,-9.0,91.03,15.0,0.0,4.97,2.97,18.7,17.0,6.1,1.97,1.40,1.85,-0.38,-0.60,88.98,90.83,18.37,109.20,-4.1,109.20,12,18,0.52,1.06,0.04,200,5.0,63
张行转债,128048,,张家港行,002839,金融,111.303,0.36,-0.46,5.51,-0.18,1.5,0.1,5.91,1.01,-6.8,93.23,19.4,0.0,4.96,0,25.1,23.4,25.0,0.53,0.02,0.43,0,0,0,91.94,18.52,110.47,0.8,110.47,20,18,0.53,0.16,0.89,375,4.5,35
百合转债,113520,,梦百合,603313,其他,130.51,-0.11,0.30,18.71,0.21,3.0,0.6,14.28,3.01,31.0,131.02,-0.4,0.0,4.95,2.95,6.4,8.3,3.8,-2.51,-3.03,-2.61,-7.19,-7.38,86.51,86.85,51.98,138.83,-6.0,138.83,2,16,0.88,1.94,-0.07,325,6.0,15
洲明转债,123016,,洲明科技,300232,电子,114.8,-0.36,0.36,7.99,0.00,0.5,0.1,7.82,2.75,2.2,102.17,12.4,0.0,4.94,2.94,6.4,6.5,4.7,0.09,-0.46,-0.02,-3.22,-3.44,86.77,86.98,28.08,115.06,-0.2,115.06,17,16,0.70,0.25,1.15,325,6.0,18
长久转债,113519,,长久物流,603569,交通运输,108.17,-1.32,0.66,10.34,-1.52,0.5,0.1,11.85,2.40,-12.7,87.26,24.0,0.0,4.94,2.94,12.0,10.5,7.0,2.18,1.46,2.04,-1.39,-1.61,89.15,94.80,13.83,108.63,-0.4,108.63,19,17,0.43,0.19,0.68,200,5.0,20
利尔转债,128046,,利尔化学,002258, 石油然气化工,102.753,-0.13,-0.17,11.65,-1.94,0.2,0.0,18.62,1.98,-37.4,62.57,64.2,0.0,4.89,2.89,13.9,8.7,8.5,1.95,1.46,1.86,0.16,-0.05,89.21,89.36,3.54,92.90,10.6,92.90,35,16,0.15,-1.90,2.34,200,5.0,15
顾家转债,113518,,顾家家居,603816,其他,120.05,0.43,-0.27,38.72,0.23,2.9,0.2,36.57,4.57,5.9,105.88,13.4,0.0,4.79,2.79,4.7,5.0,11.0,-0.93,-1.47,-1.04,-4.97,-5.17,89.63,91.36,26.48,117.84,1.9,117.84,20,16,0.69,0.03,1.35,200,5.0,15
机电转债,128045,,中航机电,002013, 航空航,112.985,-0.37,0.43,6.33,0.16,2.1,0.1,7.63,2.46,-17.0,82.96,36.2,0.0,4.75,2.75,9.2,7.6,21.0,-0.61,-0.99,-0.69,-3.05,-3.26,92.24,91.48,10.43,101.90,10.9,101.90,33,16,0.39,-1.67,2.59,300,4.0,15
岭南转债,128044,,岭南股份,002717,城市公用设施,99.487,-0.02,-0.32,4.45,-1.11,0.6,0.1,5.92,1.48,-24.8,75.17,32.4,0.0,4.71,2.71,9.6,7.2,6.6,2.56,2.08,2.46,1.33,1.10,89.88,89.24,8.22,97.45,2.1,97.45,20,16,0.31,-0.31,0.93,200,5.0,44
蓝盾转债,123015,,蓝盾股份,300297,计算机及应用,111.02,-0.16,0.14,5.22,-0.95,0.4,0.4,5.79,1.32,-9.8,90.16,23.1,0.0,4.71,2.71,1.5,1.4,1.0,0.36,-0.14,0.26,-2.46,-2.69,89.99,90.14,10.07,100.21,10.8,100.21,100,16,0.02,-1.91,2.05,200,5.0,22
曙光转债,113517,,中科曙光,603019,计算机及应用,113.8,0.26,-0.22,33.3,0.06,3.7,0.3,36.53,7.83,-8.8,91.16,24.8,0.0,4.69,2.69,3.7,3.4,11.2,-0.17,-0.67,-0.27,-3.33,-3.55,90.07,90.22,16.53,106.76,6.6,106.76,26,16,0.53,-1.01,2.13,200,5.0,13
东音转债,128043,,东音股份,002793,机械装备制造,193.51,5.17,0.10,12.6,5.26,37,12.5,6.55,4.71,92.4,192.37,0.6,0.0,4.68,2.68,3.5,6.7,1.6,-10.7,-11.2,-10.8,-13.0,-13.1,87.77,88.12,103.33,191.45,1.1,191.45,72,17,1.00,0.78,1.22,325,6.0,16
苏农转债,113516,,苏农银行,603323,金融,107.31,-0.18,0.00,4.97,-0.40,1.3,0.1,5.67,0.80,-12.3,87.65,22.4,0.0,4.68,0,14.4,12.6,12.9,1.56,0.96,1.44,0,0,0,94.09,13.84,107.93,-0.6,107.93,18,18,0.44,0.40,0.50,375,4.5,31
凯发转债,123014,,凯发电气,300407,能源电力,107.534,-0.01,0.32,7.48,0.54,0.6,0.4,8.14,1.81,-8.1,91.89,17.0,0.0,3.66,1.66,5.1,4.7,1.2,0.40,-0.07,0.31,-2.94,-3.13,89.29,84.04,21.51,105.54,1.9,105.54,23,18,0.58,-0.35,1.51,275,7.5,22
凯中转债,128042,,凯中精密,002823,能源电力,100,0.11,0.63,8.71,4.06,0.7,0.2,13.01,2.11,-33.1,66.95,49.4,0.0,4.67,2.67,16.5,11.0,4.2,3.43,2.76,3.30,1.14,0.90,90.16,93.49,4.29,97.78,2.3,97.78,25,17,0.18,-0.42,0.78,200,5.0,40
横河转债,123013,,横河模具,300539,机械装备制造,101.319,0.37,-0.20,6.86,0.44,0.0,0.1,9.22,3.15,-25.6,74.40,36.2,0.0,4.66,2.66,2.5,1.9,0.4,3.02,2.38,2.89,1.00,0.71,85.13,83.52,12.79,96.31,5.2,96.31,26,17,0.37,-1.25,2.06,275,7.5,24
高能转债,113515,,高能环境,603588,城市公用设施,112.69,-0.27,-0.33,9.03,-0.99,1.5,0.2,9.33,2.08,-3.2,96.78,16.4,0.0,4.66,2.66,11.6,11.3,7.1,0.04,-0.46,-0.06,-3.02,-3.25,90.20,90.36,20.24,110.60,1.9,110.60,19,16,0.60,-0.05,1.26,200,5.0,18
万顺转债,123012,,万顺新材,300057,造纸包装印刷,113.6,-0.26,0.14,5.52,-0.18,0.1,0.1,5.36,1.11,3.0,102.99,10.3,0.0,4.64,2.64,3.6,3.7,1.3,-0.53,-0.96,-0.61,-3.32,-3.55,87.93,85.09,31.01,116.10,-2.2,116.10,17,18,0.70,0.75,0.67,325,6.0,22
威帝转债,113514,,威帝股份,603023,汽车,102.47,-0.13,-0.10,4.17,-0.48,0.8,0.6,4.85,2.81,-14.0,85.98,19.2,0.0,3.64,1.64,7.2,6.2,1.3,2.28,1.70,2.16,-0.33,-0.53,89.42,85.69,16.53,102.22,0.2,102.22,19,18,0.48,-0.12,1.08,275,7.5,45
德尔转债,123011,,德尔股份,300473,汽车,112.193,0.19,0.24,39.05,0.57,5.0,1.0,34.66,2.14,12.7,112.67,-0.4,0.0,4.64,2.64,11.0,12.4,4.6,0.93,0.27,0.80,-2.86,-3.10,88.15,89.89,34.41,124.30,-9.7,124.30,2,17,0.75,2.56,-0.82,325,6.0,61
盛路转债,128041,,盛路通信,002446,通信互联网,142.79,-0.84,-0.10,9.57,-0.93,0.4,0.4,6.85,2.34,39.7,139.71,2.2,0.0,4.63,2.63,0.9,1.2,0.8,-4.64,-5.18,-4.75,-10.8,-11.0,90.41,92.16,47.41,139.56,2.3,139.56,93,16,1.00,0.53,1.46,200,5.0,10
海澜转债,110045,,海澜之家,600398,服装纺织,100,-0.08,0.01,7.62,-0.52,1.0,0.0,12.02,2.66,-36.6,63.39,57.7,0.0,4.62,2.62,8.8,5.6,29.5,2.44,1.96,2.35,0.91,0.73,90.76,91.33,2.80,94.13,6.2,94.13,30,16,0.14,-1.13,1.44,375,4.5,40
博世转债,123010,,博世科,300422,城市公用设施,101.16,0.00,-0.49,9.86,-1.20,1.1,0.2,12.38,2.16,-20.4,79.64,27.0,0.0,4.60,2.60,12.3,9.8,4.3,2.46,1.92,2.35,0.79,0.54,88.14,86.83,12.64,99.47,1.7,99.47,20,17,0.40,-0.32,1.13,325,6.0,47
湖广转债,127007,,湖北广电,000665,传媒娱乐,108.15,0.23,0.05,4.94,0.61,4.9,0.3,5.61,0.73,-11.9,88.06,22.8,0.0,4.58,2.58,27.7,24.4,13.2,0.99,0.46,0.88,-1.59,-1.84,91.92,92.85,13.65,106.51,1.5,106.51,20,17,0.46,-0.00,0.93,375,4.5,22
广电转债,110044,,广电网络,600831,传媒娱乐,128.85,-0.72,-1.44,8.3,-2.70,2.4,2.3,6.90,1.54,20.3,120.29,7.1,0.0,4.58,2.58,1.4,1.7,0.8,-2.88,-3.37,-2.98,-7.74,-7.95,90.56,90.71,38.94,129.65,-0.6,129.65,15,17,0.80,0.75,0.85,200,5.0,9
千禾转债,113511,,千禾味业,603027,食品饮料,121.69,-1.63,-0.03,21.3,-2.02,3.3,1.5,18.31,6.71,16.3,116.33,4.6,0.0,4.56,2.56,1.9,2.2,1.9,-1.68,-2.18,-1.78,-5.88,-6.10,88.25,86.94,38.58,125.52,-3.0,125.52,11,16,0.82,1.14,0.53,325,6.0,34
再升转债,113510,,再升科技,603601,城市公用设施,104.17,0.02,0.04,6.63,0.30,0.1,0.1,8.59,3.42,-22.8,77.18,35.0,0.0,4.56,0.56,2.4,1.9,1.1,1.82,1.29,1.71,-4.49,-4.69,96.61,87.05,12.50,99.55,4.6,99.55,27,17,0.20,-0.75,1.16,325,6.0,32
华通转债,128040,,华通医药,002758,医药,107.37,0.20,0.79,10.54,1.74,0.9,0.4,11.37,3.51,-7.3,92.70,15.8,0.0,4.54,2.54,10.0,9.3,2.2,1.13,0.61,1.03,-1.39,-1.63,88.44,87.12,21.50,108.62,-1.2,108.62,18,18,0.57,0.32,0.83,325,6.0,53
三力转债,128039,,三力士,002224,机械装备制造,107,-1.38,0.38,5.63,-1.57,2.1,0.7,5.83,1.85,-3.4,96.57,10.8,0.0,4.53,2.53,6.4,6.2,2.6,0.69,0.26,0.60,-1.40,-1.61,88.21,85.15,24.24,109.39,-2.2,109.39,15,17,0.64,0.68,0.60,325,6.0,20
新泉转债,113509,,新泉股份,603179,汽车,110,-1.27,-0.43,16.76,-3.40,1.9,0.4,18.89,2.51,-11.3,88.72,24.0,0.0,4.52,2.52,11.8,10.5,4.5,0.14,-0.30,0.05,-2.37,-2.60,90.74,89.28,16.01,105.30,4.5,105.30,24,17,0.50,-0.60,1.62,200,5.0,20
新凤转债,113508,,新凤鸣,603225,服装纺织,103.46,-0.35,0.37,11.78,0.08,0.9,0.0,16.83,1.59,-30.0,69.99,47.8,0.0,4.41,2.41,15.3,10.7,21.5,1.99,1.44,1.88,-0.11,-0.36,91.21,91.36,5.02,96.39,7.3,96.39,31,16,0.22,-1.33,1.82,200,5.0,27
金农转债,128036,,金新农,002548,农业,110.174,1.36,-1.05,8.88,4.35,8.8,5.5,9.62,2.29,-7.7,92.31,19.4,0.0,4.28,2.28,3.8,3.5,1.5,0.03,-0.44,-0.06,-2.80,-3.06,89.82,86.92,13.30,100.22,9.9,100.22,100,17,0.07,-1.69,1.91,325,6.0,21
利欧转债,128038,,利欧股份,002131,传媒娱乐,121.932,1.61,-0.62,2.03,1.00,4.3,1.9,1.72,1.67,18.0,118.02,3.3,0.0,4.31,2.31,1.3,1.6,1.8,-1.62,-2.18,-1.73,-6.52,-6.75,91.64,92.60,25.42,118.02,3.3,118.02,81,16,1.00,0.33,1.66,200,5.0,32
岩土转债,128037,,中化岩土,002542,建筑,95.187,-0.07,0.07,3.68,0.27,1.6,0.3,8.01,1.72,-54.1,45.94,107,0.0,4.29,2.29,9.0,4.1,6.0,4.13,3.54,4.01,3.43,3.15,91.72,91.88,0.61,92.49,2.9,92.49,33,16,0.01,-0.56,0.57,200,5.0,56
敖东转债,127006,,吉林敖东,000623,金融,104.225,0.00,0.08,15.39,0.33,3.7,0.1,20.62,0.83,-25.4,74.64,39.6,0.0,4.29,2.29,13.4,10.0,24.1,0.96,0.59,0.89,-0.81,-0.97,91.68,90.00,6.76,96.76,7.7,96.76,30,16,0.25,-1.28,1.84,375,4.5,43
长证转债,127005,,长江证券,000783,金融,114.2,-0.31,0.05,6.23,-0.64,7.5,0.1,7.43,1.28,-16.2,83.85,36.2,0.0,4.29,0,14.5,12.2,50.0,-0.97,-1.39,-1.06,0,0,0,93.04,10.92,103.96,9.8,103.96,32,18,0.40,-1.47,2.38,300,4.0,30
星源转债,123009,,星源材质,300568,汽车,112.09,0.18,-0.18,24.95,0.00,3.1,0.6,26.64,2.36,-6.3,93.66,19.7,0.0,4.27,2.27,8.3,7.8,4.8,-0.39,-0.84,-0.48,-3.43,-3.66,91.60,89.92,18.30,108.22,3.6,108.22,23,17,0.55,-0.37,1.49,200,5.0,11
杭电转债,113505,,杭电股份,603618,能源电力,99.31,-0.14,0.19,5.21,0.19,0.2,0.0,7.24,1.46,-28.0,71.96,38.0,0.0,4.27,2.27,20.8,15.0,7.5,3.08,2.51,2.97,1.63,1.36,91.83,91.99,5.48,97.47,1.9,97.47,21,16,0.24,-0.31,0.78,200,5.0,49
艾华转债,113504,,艾华集团,603989,电子,107.67,-0.87,0.82,18.64,-0.11,0.8,0.1,21.43,3.65,-13.0,86.98,23.8,0.0,4.26,2.26,9.5,8.3,6.9,0.69,0.21,0.59,-1.71,-1.97,91.88,90.41,13.13,103.54,4.0,103.54,24,16,0.46,-0.53,1.46,200,5.0,19
玲珑转债,113019,,玲珑轮胎,601966,汽车,124.81,-0.90,-0.73,20.67,-2.36,3.8,0.2,18.55,2.41,11.4,111.43,12.0,0.0,3.25,1.25,8.1,9.0,20.0,-3.00,-3.69,-3.13,-12.2,-12.4,95.61,98.11,22.62,120.73,3.4,120.73,23,16,0.69,-0.07,1.46,375,4.5,14
大族转债,128035,,大族激光,002008,机械装备制造,109.05,0.34,-0.20,35.14,1.30,0.2,0.0,52.30,4.59,-32.8,67.19,62.3,0.0,4.19,2.19,6.1,4.1,23.0,-0.13,-0.51,-0.21,-1.66,-2.05,94.53,90.39,5.49,95.88,13.7,95.88,42,16,0.11,-2.33,2.76,375,4.5,31
无锡转债,110043,,无锡银行,600908,金融,103.85,0.03,-0.30,5.2,-0.76,3.8,0.1,6.52,0.90,-20.2,79.75,30.2,0.0,4.17,0,31.2,24.9,30.0,1.33,0.89,1.24,0,0,0,91.51,9.37,100.87,3.0,100.87,24,18,0.36,-0.37,1.09,375,4.5,60
江银转债,128034,,江阴银行,002807,金融,107.496,-0.17,-0.07,4.33,-0.46,2.7,0.1,4.68,0.86,-7.5,92.52,16.2,0.0,4,0,18.7,17.3,17.6,0.52,0.08,0.43,0,0,0,91.55,16.47,108.02,-0.5,108.02,18,18,0.52,0.46,0.60,375,4.5,50
道氏转债,123007,,道氏技术,300409,建筑,103.011,-0.47,-0.19,11.12,-2.46,0.6,0.2,15.05,2.18,-26.1,73.89,39.4,0.0,4,2,5.9,4.4,3.0,2.12,1.56,2.01,0.23,-0.08,90.97,88.81,7.89,96.70,6.5,96.70,27,16,0.27,-1.21,1.79,325,6.0,20
迪龙转债,128033,,雪迪龙,002658,城市公用设施,99.001,-0.31,0.24,6.39,-0.31,0.5,0.1,8.93,1.95,-28.4,71.56,38.4,0.0,4,2,13.5,9.6,5.2,2.74,2.25,2.64,1.82,1.54,92.46,90.78,6.23,97.01,2.1,97.01,23,17,0.22,-0.28,0.71,200,5.0,48
吉视转债,113017,,吉视传媒,601929,传媒娱乐,97.86,-0.14,0.14,2.04,0.00,2.6,0.2,2.95,0.94,-30.8,69.15,41.5,0.0,4,2,24.6,17.0,15.6,3.03,2.53,2.93,2.33,2.06,93.45,92.52,4.14,96.66,1.2,96.66,20,16,0.17,-0.14,0.47,375,4.5,32
航电转债,110042,,中航电子,600372, 航空航,114.17,-0.29,0.09,13.29,-0.37,3.6,0.1,14.18,3.20,-6.3,93.72,21.8,0.0,4,2,10.2,9.6,24.0,-0.98,-1.42,-1.06,-4.41,-4.68,94.70,93.93,14.62,108.55,5.2,108.55,25,16,0.52,-0.53,1.59,300,4.0,14
蒙电转债,110041,,内蒙华电,600863,能源电力,115,-0.53,0.34,2.57,-0.39,7.9,0.4,2.82,1.29,-8.9,91.13,26.2,0.0,4,2,12.5,11.4,18.7,-0.93,-1.41,-1.02,-4.73,-5.00,94.83,94.91,12.53,107.44,7.0,107.44,26,16,0.47,-0.93,1.92,300,4.0,10
双环转债,128032,,双环传动,002472,机械装备制造,96.7,-0.02,0.04,5.22,0.97,0.9,0.1,9.93,1.04,-47.4,52.57,84.0,0.0,4,2,27.9,14.7,10.0,3.48,2.95,3.37,3.02,2.72,92.71,91.24,2.25,93.49,3.4,93.49,32,16,0.02,-0.66,0.69,200,5.0,36
 康转债,128030,, 康生物,002100,农业,160.569,3.04,0.72,12.44,3.75,103,35.7,8.05,3.33,54.5,154.53,3.9,0.0,4,2,1.4,2.1,1.8,-8.43,-8.93,-8.53,-13.7,-13.8,92.75,92.92,61.12,154.04,4.2,154.04,100,16,1.00,0.15,1.85,200,5.0,11
太阳转债,128029,,太阳纸业,002078,造纸包装印刷,125,-0.24,0.76,9.23,0.76,0.1,0.0,8.65,1.75,6.7,106.71,17.1,0.0,3,1,5.0,5.3,12.0,-4.62,-5.09,-4.72,-14.9,-15.1,96.13,94.79,20.21,115.00,8.7,115.00,34,16,0.68,-1.05,2.48,375,4.5,11
赣锋转债,128028,,赣锋锂业,002460,有色金属,108.3,0.14,-0.01,27.65,0.91,6.5,0.6,42.28,4.52,-34.6,65.40,65.6,0.0,4,2,2.6,1.7,9.3,0.37,-0.08,0.28,-2.40,-2.61,92.07,90.39,4.44,94.83,14.2,94.83,47,17,0.14,-2.41,2.92,200,5.0,19
铁汉转债,123004,,铁汉生态,300197,城市公用设施,99.811,0.08,0.73,3.13,2.62,4.0,0.5,3.98,1.14,-21.4,78.64,26.9,0.0,4,2,11.3,8.9,8.3,2.55,2.06,2.45,1.47,1.19,92.57,90.89,7.74,98.63,1.2,98.63,20,15,0.31,-0.10,0.71,200,5.0,38
泰晶转债,113503,,泰晶科技,603738,电子,111.25,-0.33,-0.05,15.28,-0.91,0.7,0.9,17.90,3.53,-14.6,85.36,30.3,0.0,4,2,2.5,2.1,0.6,0.34,-0.25,0.22,-3.35,-3.63,92.93,93.10,11.22,104.32,6.6,104.32,28,16,0.42,-1.09,1.98,200,5.0,29
众兴转债,128026,,众兴菌业,002772,农业,93.155,-0.19,0.22,6.68,0.60,1.5,0.2,11.54,1.02,-42.1,57.89,60.9,0.0,4,2,37.5,21.7,9.2,4.52,3.98,4.41,4.90,4.57,91.06,88.13,4.06,92.20,1.0,92.20,24,16,0.05,-0.21,0.30,325,6.0,61
蓝思转债,123003,,蓝思科技,300433,电子,126.9,1.12,0.53,12.79,1.99,40,1.4,10.44,2.94,22.5,122.51,3.6,0.0,4,2,4.2,5.1,22.3,-3.51,-3.95,-3.60,-9.17,-9.40,93.66,92.73,37.20,129.94,-2.3,129.94,14,16,0.83,1.23,0.46,375,4.5,36
特一转债,128025,,特一药业,002728,医药,108.45,-0.05,0.14,16.03,0.12,0.4,0.1,15.45,3.06,3.8,103.75,4.5,0.0,4,2,10.5,10.9,3.4,0.42,-0.06,0.32,-2.35,-2.61,90.84,87.70,27.52,115.22,-5.9,115.22,8,17,0.71,1.63,-0.13,325,6.0,34
亚太转债,128023,,亚太股份,002284,汽车,93.662,-0.27,0.27,4.55,-0.66,0.6,0.1,10.34,1.33,-56.0,44.00,113,0.0,4,2,29.8,13.1,10.0,4.84,4.21,4.71,4.62,4.29,92.97,93.14,0.38,93.52,0.2,93.52,27,17,0.01,-0.02,0.04,200,5.0,60
众信转债,128022,,众信旅游,002707,旅游餐饮酒店,99.83,-0.41,0.46,5.19,0.39,1.9,0.3,7.91,1.99,-34.4,65.61,52.1,0.0,4,2,15.3,10.1,7.0,2.50,2.00,2.40,1.35,1.07,92.78,91.09,4.29,95.39,4.7,95.39,30,17,0.14,-0.81,1.09,200,5.0,17
