转债名称,转债代码,股票日期,股票名称,股票代码,所属行业,转债价格,涨跌_1,盘中套,股价,涨跌_2,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价格,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
国祯转债,123002,,国祯环保,300388,城市公用设施,123.102,-0.17,-0.23,10.08,-0.49,1.5,0.2, 8.60,2.05,17.2,117.21,5.0,0.0,3.99,1.99,7.3,8.6,5.0,-2.85,-3.28,-2.93,-8.12,-8.33,92.36,90.66,34.74,125.40,-1.8,125.40,14,16,0.81,1.05,0.59,200,5.0,10
水晶转债,128020,,水晶光电,002273,电子,122.885,0.48,1.50,13.07,2.83,7.4,0.5, 12.23,3.68,6.9,106.87,15.0,0.0,3.97,1.97,7.6,8.1,11.2,-2.58,-3.07,-2.68,-8.45,-8.61,91.95,91.76,24.40,116.16,5.8,116.16,28,16,0.70,-0.63,2.06,200,5.0,21
济川转债,110038,,济川药业,600566,医药,106.65,0.29,-0.27,22.85,1.83,0.9,0.1,38.81,3.27,-41.1,58.88,81.1,0.0,2.96,0.96,3.4,2.0,6.3,0.60,0.07,0.50,-4.48,-4.65,95.64,93.86,0.68,94.54,12.8,94.54,50,15,0.01,-2.26,2.44,200,5.0,25
嘉澳转债,113502,,嘉澳环保,603822,城市公用设施,97.44,0.01,-0.03,22.09,-0.99,0.2,0.1,45.04,2.20,-51.0,49.05,98.7,0.0,3.95,1.95,11.4,5.6,1.9,3.73,3.13,3.61,2.59,2.32,90.92,89.57,2.29,91.86,6.1,91.86,42,17,0.02,-1.14,1.19,325,6.0,39
久立转2,128019,,久立特材,002318, 石油然气化工,120,0.00,0.08,8.52,0.12,8.5,0.7,7.92,2.31,7.6,107.58,11.5,0.0,3.95,1.95,14.5,15.6,10.4,-2.26,-2.70,-2.35,-7.20,-7.41,92.55,90.86,26.63,117.49,2.1,117.49,22,17,0.70,0.09,1.31,200,5.0,21
时达转债,128018,,新时达,002527,机械装备制造,95.51,-0.40,0.30,4.88,-0.81,0.6,0.1, 7.45,1.21,-34.5,65.50,45.8,0.0,3.94,1.94,29.1,19.0,8.8,3.78,3.26,3.68,3.55,3.28,92.81,91.33,3.76,95.09,0.4,95.09,20,16,0.12,-0.04,0.27,200,5.0,47
小康转债,113016,,小康股份,601127,汽车,97.1,0.10,-0.12,12.56,-0.08,4.9,0.6, 17.12,2.39,-26.6,73.36,32.4,0.0,3.94,1.94,7.5,5.5,8.8,3.35,2.84,3.25,2.76,2.49,92.81,91.33,5.94,97.26,-0.2,97.26,17,16,0.22,0.17,0.28,200,5.0,42
金禾转债,128017,,金禾实业,002597, 石油然气化工,115.941,-0.09,0.09,19.02,0.00,2.5,0.4,22.96,2.64,-17.2,82.84,40.0,0.0,3.93,1.93,5.6,4.7,6.0,-1.40,-1.85,-1.49,-5.72,-5.94,92.64,90.94,10.64,101.58,14.1,101.58,38,17,0.38,-2.31,3.33,200,5.0,18
林洋转债,113014,,林洋能源,601222,能源电力,98.35,0.00,-0.01,4.38,-0.68,1.0,0.0,8.59,0.80,-49.0,50.99,92.9,0.0,3.92,1.92,39.0,19.9,30.0,3.00,2.49,2.90,2.11,1.84,92.93,91.45,2.15,93.60,5.1,93.60,36,16,0.01,-0.97,0.98,200,5.0,27
雨虹转债,128016,,东方雨虹,002271,建筑,124.11,0.09,-0.78,24.7,-0.96,23,1.0,22.43,4.19,10.1,110.12,12.7,0.0,3.83,1.83,5.0,5.5,18.4,-3.19,-3.64,-3.28,-9.15,-9.37,93.98,93.05,25.80,118.85,4.4,118.85,23,16,0.72,-0.27,1.72,375,4.5,18
国君转债,113013,,国泰君安,601211,金融,117.89,-0.14,-0.23,16.58,-0.96,12,0.1,19.40,1.24,-14.5,85.46,37.9,0.0,3.61,0,4.7,4.1,70.0,-2.14,-2.61,-2.24,0,0,0,95.15,9.27,104.42,12.9,104.42,37,17,0.39,-1.97,2.95,300,4.0,23
久其转债,128015,,久其软件,002279,计算机及应用,96.043,-0.06,0.05,5.64,-0.18,2.7,0.4, 9.48,4.19,-40.5,59.49,61.4,0.0,3.53,1.53,19.4,11.6,7.8,4.46,3.81,4.33,3.93,3.61,90.80,87.04,4.90,91.94,4.5,91.94,32,17,0.04,-0.84,0.92,275,7.5,79
模塑转债,127004,,模塑科技,000700,汽车,95.646,0.05,-0.07,3.88,-1.27,2.4,0.3,7.59,1.45,-48.9,51.12,87.1,0.0,3.51,1.51,25.5,13.1,8.2,5.33,4.54,5.17,4.45,4.11,94.77,96.63,0.35,96.98,-1.4,96.98,2,17,0.02,0.28,-0.22,200,5.0,94
永东转债,128014,,永东股份,002753, 石油然气化工,99.11,0.01,-0.05,7.6,-0.78,0.4,0.1,12.64,1.84,-39.9,60.13,64.8,0.0,3.39,1.39,11.8,7.1,3.4,3.81,3.11,3.67,2.34,1.98,93.98,92.58,2.71,95.30,4.0,95.30,32,17,0.05,-0.76,0.85,325,6.0,48
骆驼转债,113012,,骆驼股份,601311,汽车,101.2,-0.72,0.72,8.99,0.00,0.9,0.2, 13.29,1.25,-32.4,67.64,49.6,0.0,3.32,1.32,6.6,4.4,5.1,2.22,1.70,2.12,0.84,0.50,95.43,92.83,4.00,96.83,4.5,96.83,32,16,0.09,-0.81,0.99,200,5.0,23
光大转债,113011,,光大银行,601818,金融,120.2,-0.46,0.15,4.21,-0.47,40,0.1,3.97,0.71,6.0,106.05,13.3,0.0,3.30,0,13.6,14.4,300.0,-2.95,-3.45,-3.05,0,0,0,96.30,20.01,116.32,3.3,116.32,20,16,0.66,-0.03,1.34,300,4.0,30
洪涛转债,128013,,洪涛股份,002325,建筑,97.443,-0.14,0.14,3.07,-0.32,11,0.9, 8.00,1.20,-61.6,38.38,154,0.0,2.67,0.67,31.3,12.0,12.0,5.21,4.38,5.05,5.44,4.99,97.74,97.92,0.49,98.41,-1.0,98.41,2,16,0.00,0.20,-0.19,200,5.0,97
海印转债,127003,,海印股份,000861,商业零售,104.6,0.08,0.18,2.7,0.75,2.3,0.2, 3.01,1.72,-10.3,89.70,16.6,0.0,2.53,0.53,15.6,14.0,9.4,3.29,2.30,3.10,-3.74,-4.22,98.41,100.36,6.99,107.35,-2.6,107.35,13,16,0.34,0.76,-0.04,200,5.0,91
辉丰转债,128012,,辉丰股份,002496, 石油然气化工,98.804,-0.08,0.08,2.89,-0.34,1.0,0.1,7.71,1.47,-62.5,37.48,164,0.0,2.40,0.40,19.4,7.3,8.4,2.84,2.37,2.75,10.0,8.41,100.14,89.04,12.06,101.10,-2.3,101.10,2,17,0.00,0.46,-0.43,275,7.5,91
顺昌转债,128010,,澳洋顺昌,002245,交通运输,104.555,0.05,-0.05,3.7,1.93,2.1,0.4,9.26,1.79,-60.0,39.96,162,0.0,2,55,14.0,5.6,5.1,2.99,1.99,2.79,-7.77,-10.0,100.31,100.32,0.69,101.02,3.5,101.02,55,17,0.00,-0.68,0.67,200,5.0,36
广汽转债,113009,,广汽集团,601238,汽车,113.5,0.89,-0.99,11.64,-0.60,15,0.5,14.41,1.50,-19.2,80.78,40.5,0.0,2,55,2.1,1.7,25.5,-1.81,-2.57,-1.97,-34.7,-35.7,100.50,100.33,2.29,102.62,10.6,102.62,35,15,0.17,-1.75,2.20,300,4.0,17
九州转债,110034,,九州通,600998,医药,106.2,-0.16,0.16,13.29,-0.60,3.8,0.2,18.32,1.59,-27.5,72.54,46.4,0.0,2,48,6.0,4.4,15.0,1.83,0.91,1.64,-7.59,-11.2,102.45,100.63,1.62,102.25,3.9,102.25,27,15,0.00,-0.73,0.66,375,4.5,30
国贸转债,110033,,厦门国贸,600755,交通运输,112,0.00,-0.17,7.02,-0.43,0.3,0.0, 7.42,0.99,-5.4,94.61,18.4,0.0,2,38,9.3,8.8,12.1,-0.40,-1.36,-0.59,-37.0,-38.2,100.61,102.45,6.51,108.97,2.8,108.97,22,15,0.39,-0.16,0.93,300,4.0,23
航信转债,110031,, 航信息,600271,计算机及应用,112.97,1.12,-1.12,20.85,-0.33,5.5,0.2,41.94,3.49,-50.3,49.71,127,0.0,1.54,0,6.2,3.1,24.0,-2.62,-3.62,-2.82,0,0,100.23,102.19,0.00,102.20,10.5,102.20,77,17,0.00,-1.91,2.00,300,4.0,19
电气转债,113008,,上海电气,601727,能源电力,113.21,0.14,-0.09,4.72,0.21,1.4,0.0, 5.13,1.16,-8.0,92.01,23.0,0.0,1.18,0,6.2,5.7,44.7,-3.94,-5.16,-4.18,0,0,103.00,103.83,2.76,106.59,6.2,106.59,33,16,0.25,-0.88,1.40,300,3.5,23
格力转债,110030,,格力地产,600185,地产,105.68,-0.16,0.11,4.9,-0.81,6.5,1.5, 5.00,1.29,-2.0,98.00,7.8,0.0,27,0,4.2,4.1,4.2,3.45,-11.1,0.54,0,0,103.00,105.69,0.08,105.77,-0.1,105.77,32,16,0.07,0.15,-0.00,200,4.0,19
