转债名称,转债代码,股票日期,股票名称,股票代码,所属行业,转债价格,涨跌_1,盘中套,股价,涨跌_2,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价格,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
嘉澳转债,113502,,嘉澳环保,603822,城市公用设施,97.54,0.03,-0.03,22.33,0.22,0.2,0.1,45.04,2.22,-50.4,49.58,96.7,0.0,3.97,1.97,11.3,5.6,1.9,3.68,3.08,3.56,2.50,2.24,90.84,89.49,2.35,91.84,6.2,91.84,42,17,0.02,-1.17,1.21,325,6.0,41
久立转2,128019,,久立特材,002318, 石油然气化工,118.901,0.00,0.51,8.8,0.69,5.5,0.4,7.92,2.38,11.1,111.11,7.0,0.0,3.96,1.96,14.0,15.6,10.4,-2.02,-2.46,-2.11,-6.75,-6.96,92.48,90.79,29.72,120.51,-1.3,120.51,17,17,0.74,0.82,0.67,200,5.0,21
时达转债,128018,,新时达,002527,机械装备制造,95.387,-0.73,0.68,4.93,-0.40,1.5,0.2, 7.45,1.22,-33.8,66.17,44.1,0.0,3.96,1.96,28.8,19.0,8.8,3.81,3.29,3.71,3.61,3.34,92.74,91.26,3.95,95.21,0.2,95.21,20,16,0.13,0.02,0.23,200,5.0,50
小康转债,113016,,小康股份,601127,汽车,96.79,-0.13,0.04,12.75,-0.39,1.2,0.1, 17.12,2.43,-25.5,74.47,30.0,0.0,3.96,1.96,7.3,5.5,8.8,3.42,2.91,3.32,2.89,2.62,92.74,91.26,6.32,97.58,-0.8,97.58,16,16,0.24,0.30,0.20,200,5.0,42
金禾转债,128017,,金禾实业,002597, 石油然气化工,114.51,-0.04,0.15,18.45,0.33,1.4,0.2,22.96,2.56,-19.6,80.36,42.5,0.0,3.95,1.95,5.8,4.7,6.0,-1.08,-1.53,-1.17,-5.12,-5.34,92.57,90.87,9.49,100.36,14.1,100.36,38,17,0.34,-2.30,3.24,200,5.0,20
林洋转债,113014,,林洋能源,601222,能源电力,98,-0.20,0.21,4.39,0.46,13,0.4,8.59,0.80,-48.9,51.11,91.8,0.0,3.93,1.93,38.9,19.9,30.0,3.11,2.60,3.01,2.32,2.05,92.86,91.38,2.19,93.57,4.7,93.57,36,16,0.01,-0.90,0.92,200,5.0,27
雨虹转债,128016,,东方雨虹,002271,建筑,122.85,-0.90,1.05,24.25,0.21,3.6,0.2,22.43,4.12,8.1,108.11,13.6,0.0,3.84,1.84,5.1,5.5,18.4,-2.93,-3.38,-3.02,-8.64,-8.86,93.92,92.98,24.64,117.62,4.4,117.62,26,16,0.70,-0.28,1.70,375,4.5,18
国君转债,113013,,国泰君安,601211,金融,118.26,-0.37,0.23,16.58,-0.36,15,0.2,19.40,1.24,-14.5,85.46,38.4,0.0,3.63,0,4.7,4.1,70.0,-2.19,-2.65,-2.28,0,0,0,95.09,9.17,104.26,13.4,104.26,38,17,0.39,-2.06,3.05,300,4.0,24
久其转债,128015,,久其软件,002279,计算机及应用,96.209,-0.09,0.23,6.1,1.50,5.7,0.8, 9.48,4.54,-35.7,64.35,49.5,0.0,3.55,1.55,18.0,11.6,7.8,4.41,3.76,4.28,3.83,3.52,90.70,86.94,5.62,92.57,3.9,92.57,29,17,0.09,-0.76,0.94,275,7.5,82
模塑转债,127004,,模塑科技,000700,汽车,95.9,-0.60,0.55,3.89,-2.26,8.0,1.0,7.59,1.46,-48.7,51.25,87.1,0.0,3.53,1.53,25.5,13.1,8.2,5.21,4.42,5.05,4.22,3.87,94.70,96.56,0.37,96.93,-1.1,96.93,2,17,0.02,0.22,-0.16,200,5.0,95
永东转债,128014,,永东股份,002753, 石油然气化工,99.209,-0.28,0.27,7.63,-0.26,0.5,0.2,12.64,1.85,-39.6,60.36,64.4,0.0,3.40,1.40,11.8,7.1,3.4,3.79,3.09,3.65,2.31,1.95,93.89,92.50,2.79,95.28,4.1,95.28,33,17,0.05,-0.78,0.88,325,6.0,50
骆驼转债,113012,,骆驼股份,601311,汽车,100.26,-0.51,0.45,8.95,-0.67,4.0,0.8, 13.29,1.24,-32.7,67.34,48.9,0.0,3.34,1.34,6.6,4.4,5.1,2.53,2.01,2.43,1.53,1.19,95.36,92.76,3.67,96.43,4.0,96.43,29,16,0.08,-0.69,0.84,200,5.0,26
光大转债,113011,,光大银行,601818,金融,120.08,-0.49,0.33,4.21,-0.24,270,0.7,3.97,0.71,6.0,106.05,13.2,0.0,3.32,0,13.6,14.4,300.0,-2.85,-3.35,-2.95,0,0,0,96.24,20.08,116.32,3.2,116.32,21,16,0.66,-0.01,1.32,300,4.0,32
洪涛转债,128013,,洪涛股份,002325,建筑,97.779,-4.49,4.49,3.08,0.00,106,9.0, 8.00,1.20,-61.5,38.50,154,0.0,2.69,0.69,31.2,12.0,12.0,5.03,4.20,4.86,4.86,4.42,97.67,97.85,0.55,98.39,-0.6,98.39,51,16,0.00,0.13,-0.12,200,5.0,95
海印转债,127003,,海印股份,000861,商业零售,104.586,0.32,0.19,2.69,1.51,2.9,0.3, 3.01,1.71,-10.6,89.37,17.0,0.0,2.55,0.55,15.7,14.0,9.4,3.25,2.27,3.05,-3.73,-4.21,98.33,100.28,6.89,107.18,-2.4,107.18,13,16,0.34,0.73,-0.01,200,5.0,95
辉丰转债,128012,,辉丰股份,002496, 石油然气化工,98.9,-0.18,0.18,2.93,-1.01,4.0,0.5,7.71,1.49,-62.0,38.00,160,0.0,2.41,0.41,19.1,7.3,8.4,2.80,2.33,2.70,9.62,8.06,100.03,88.93,12.14,101.08,-2.2,101.08,2,17,0.00,0.44,-0.41,275,7.5,91
顺昌转债,128010,,澳洋顺昌,002245,交通运输,104.2,0.00,0.00,3.54,-0.84,10,1.9,9.26,1.71,-61.8,38.23,173,0.0,2.17,0.17,14.7,5.6,5.1,3.11,2.11,2.91,-6.60,-7.62,100.23,100.25,0.77,101.01,3.2,101.01,55,17,0.00,-0.61,0.60,200,5.0,38
广汽转债,113009,,广汽集团,601238,汽车,111.9,0.00,-0.04,11.21,-0.36,4.9,0.2,14.41,1.45,-22.2,77.79,43.8,0.0,2.17,0.17,2.2,1.7,25.5,-1.23,-1.99,-1.38,-29.4,-30.4,100.44,100.27,1.65,101.92,9.8,101.92,37,15,0.12,-1.65,1.98,300,4.0,16
九州转债,110034,,九州通,600998,医药,106.03,-0.16,0.16,12.99,0.00,2.7,0.2,18.32,1.55,-29.1,70.91,49.5,0.0,2,54,6.1,4.4,15.0,1.92,1.01,1.74,-6.55,-8.71,102.38,100.56,1.78,102.34,3.6,102.34,29,15,0.00,-0.69,0.61,375,4.5,30
国贸转债,110033,,厦门国贸,600755,交通运输,111.28,-0.71,0.71,6.98,0.00,19,1.4, 7.42,0.98,-5.9,94.07,18.3,0.0,2,44,9.4,8.8,12.1,-0.08,-1.04,-0.27,-32.7,-33.7,100.55,102.39,6.29,108.67,2.4,108.67,23,15,0.38,-0.10,0.85,300,4.0,24
航信转债,110031,, 航信息,600271,计算机及应用,113,0.11,-0.11,21.01,-0.47,0.5,0.0,41.94,3.52,-49.9,50.10,126,0.0,1.56,0,6.1,3.1,24.0,-2.60,-3.59,-2.80,0,0,100.23,102.13,0.00,102.13,10.6,102.13,80,17,0.00,-1.92,2.02,300,4.0,18
电气转债,113008,,上海电气,601727,能源电力,112.5,0.04,-0.04,4.64,0.00,8.3,0.2, 5.13,1.14,-9.6,90.45,24.4,0.0,1.20,0,6.4,5.7,44.7,-3.31,-4.52,-3.55,0,0,103.00,103.78,2.40,106.18,6.0,106.18,33,16,0.22,-0.87,1.33,300,3.5,23
格力转债,110030,,格力地产,600185,地产,105.67,-0.11,0.08,4.84,-0.62,9.8,2.2, 5.00,1.27,-3.2,96.80,9.2,0.0,33,0,4.3,4.1,4.2,3.49,-8.70,1.05,0,0,103.00,105.62,0.07,105.69,-0.0,105.69,33,16,0.05,0.10,0.01,200,4.0,18
